Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ
2021-08-10 00:00:00,163.46772026062013,124.23424060821533,58.0648706817627,49.99775341033936,91.6350814819336,87.08188385009765,55.39605968475342,48.21001861572265,16.681200037002565,34.82645009994507,89.25797901153564
2021-08-11 00:00:00,163.63020782470704,124.40841186523437,58.12585542678833,50.03191577911377,91.64138591766357,87.05363552093506,55.39680021286011,48.22196617126465,16.711150035858154,34.81175010681152,89.39360950469971
2021-08-12 00:00:00,163.80242881774902,124.59329265594482,58.19005058288574,50.06725622177124,91.64735904693603,87.02036102294922,55.39734992980957,48.2339121055603,16.74170003890991,34.79720010757446,89.53579456329345
2021-08-13 00:00:00,163.96920333862306,124.78483894348145,58.25625991821289,50.101343955993656,91.65403366088867,86.9904780960083,55.39751861572265,48.24590600967407,16.771250038146974,34.78455009460449,89.6868042755127
2021-08-16 00:00:00,164.15323837280275,124.9923853302002,58.327181091308596,50.13881118774414,91.66267204284668,86.96104843139648,55.397735137939456,48.2582738494873,16.80230003833771,34.77580009460449,89.84597305297852
2021-08-17 00:00:00,164.32252082824706,125.19432178497314,58.393002853393554,50.169605808258055,91.67153854370117,86.93615043640136,55.398048114776614,48.27082376480102,16.833100037574766,34.76750009536743,89.99978549957275
2021-08-18 00:00:00,164.49780616760253,125.38665939331055,58.459809150695804,50.20289739608765,91.68062602996827,86.91701229095459,55.398695163726806,48.283229732513426,16.862800040245055,34.758700103759764,90.15128944396973
2021-08-19 00:00:00,164.65898887634276,125.56792678833008,58.52004621505737,50.22976516723633,91.6896286392212,86.89804103851318,55.39940717697144,48.295355281829835,16.89005003929138,34.747550106048585,90.29662475585937
2021-08-20 00:00:00,164.81377250671386,125.74383060455322,58.576591930389405,50.256057586669925,91.69891563415527,86.88187465667724,55.40021409988403,48.306917419433596,16.914750037193297,34.73545009613037,90.43740135192871
2021-08-23 00:00:00,164.9532038116455,125.9216178894043,58.63243925094604,50.27894073486328,91.7041036605835,86.85570915222168,55.40006195068359,48.31899747848511,16.942000031471252,34.72530010223389,90.57654323577881
2021-08-24 00:00:00,165.08584312438964,126.09252372741699,58.68544033050537,50.30352197647095,91.7080377960205,86.82558204650879,55.39991022109985,48.33135955810547,16.97090003490448,34.71110010147095,90.71160228729248
2021-08-25 00:00:00,165.22596374511718,126.26784629821778,58.73782606124878,50.32753087997437,91.71181449890136,86.797180519104,55.39884059906006,48.34428339004516,17.000900039672853,34.69545009613037,90.84892051696778
2021-08-26 00:00:00,165.38265930175783,126.41824764251709,58.78295967102051,50.34782230377197,91.71739944458008,86.779665184021,55.3996851348877,48.356882133483886,17.029350032806395,34.68810010910034,90.97305690765381
2021-08-27 00:00:00,165.56092697143555,126.5656171798706,58.83033638000488,50.373762454986576,91.72473049163818,86.76696804046631,55.4011545753479,48.37000356674194,17.057700037956238,34.682700099945066,91.09687438964843
2021-08-30 00:00:00,165.721654586792,126.71338768005371,58.87586256027222,50.39947193145752,91.73274650573731,86.75414798736573,55.40229158401489,48.383126716613766,17.086450037956237,34.67730009078979,91.22438507080078
2021-08-31 00:00:00,165.88158279418946,126.86747932434082,58.92567804336548,50.42991851806641,91.73860404968262,86.73148536682129,55.40160066604614,48.39615304946899,17.115300040245057,34.6710500907898,91.35957626342774
2021-09-01 00:00:00,166.03706314086915,127.0098377609253,58.97464471817017,50.46059505462647,91.74473239898681,86.70985263824463,55.40076707839966,48.40922651290894,17.144000039100646,34.6638000869751,91.49273983001709
2021-09-02 00:00:00,166.19547065734864,127.14791774749756,59.02134860992432,50.48761480331421,91.75106838226318,86.69095623016358,55.400560493469236,48.422488613128664,17.173200035095213,34.6560500907898,91.6241875076294
2021-09-03 00:00:00,166.35477088928224,127.28585403442383,59.069934043884274,50.51613552093506,91.75571491241455,86.66552761077881,55.39929681777954,48.43570608139038,17.202300033569337,34.65075008392334,91.75535438537598
2021-09-07 00:00:00,166.51777565002442,127.42362285614014,59.11980478286743,50.54755977630615,91.75851516723633,86.63559432983398,55.39721229553223,48.44887552261353,17.230200037956237,34.64300008773804,91.88838054656982
2021-09-08 00:00:00,166.66667907714844,127.5601848602295,59.16539560317993,50.57457286834717,91.76090190887452,86.60555992126464,55.395178165435794,48.46228321075439,17.258800039291383,34.63510009765625,92.0225227355957
2021-09-09 00:00:00,166.82265579223633,127.69596828460693,59.20955516815186,50.600343551635746,91.76503662109376,86.57658130645751,55.39353399276733,48.47592748641968,17.286350040435792,34.627300090789795,92.1479412841797
2021-09-10 00:00:00,166.9721929168701,127.82064140319824,59.25279947280884,50.62577373504639,91.76863376617432,86.54638286590576,55.391405506134035,48.489336795806885,17.314950041770935,34.62250009536743,92.2649165725708
2021-09-13 00:00:00,167.12005767822265,127.93819728851318,59.29394292831421,50.64896064758301,91.7723321533203,86.52318367004395,55.3895648765564,48.50246730804443,17.342850041389465,34.62080009460449,92.38326774597168
2021-09-14 00:00:00,167.25278839111328,128.0516384124756,59.33420001983642,50.67082330703735,91.77638324737549,86.5059111404419,55.388014240264894,48.51527105331421,17.37010004043579,34.62035009384155,92.50045825958252
2021-09-15 00:00:00,167.38876853942872,128.17196304321288,59.37352798461914,50.690431137084964,91.7793302154541,86.48281517028809,55.38540609359741,48.52803087234497,17.399100036621093,34.62075008392334,92.62109901428222
