Date,VGLT_1M,VGLT_3M,VGLT_6M,VGLT_12M,VGLT_avg,VGLT_rank
2020-01-31 00:00:00,0.0728952770095485,0.0375880740449539,0.1063118414847148,0.2204710765214932,0.1093165672651776,2
2020-02-28 00:00:00,0.0659937566774557,0.1103140177006178,0.0657675946193945,0.3178353913238776,0.1399776900803364,1
2020-03-31 00:00:00,0.0642265960758308,0.2171556033964468,0.164183738439765,0.3306380360188496,0.1940509934827231,1
2020-04-30 00:00:00,0.0097582673120726,0.1455292603770484,0.188587499036761,0.3699869766914361,0.1784655008543295,1
2020-05-29 00:00:00,-0.0172623810103933,0.0560612487400258,0.1725596080264697,0.2615894253010531,0.1182369752642888,2
2020-06-30 00:00:00,0.0034584294451358,-0.0042406702049516,0.211994047894334,0.253393845954871,0.1161514132723473,2
2020-07-31 00:00:00,0.0418793010820646,0.0274350487215921,0.1769569114475022,0.302081368051647,0.1370881573257015,2
2020-08-31 00:00:00,-0.0480312463709109,-0.004733263623359,0.0510626324473253,0.1201884935777151,0.0296216540076926,7
2020-09-30 00:00:00,0.008133186998539,-9.66682677340236e-05,-0.0043369285344434,0.159134756765191,0.0407085867403881,7
2020-10-30 00:00:00,-0.0330067389702847,-0.0719656466328998,-0.0465049789329615,0.1333122624340754,-0.0045412755255176,8
2020-11-30 00:00:00,0.0150461273870157,-0.0104741643291215,-0.0151578509714764,0.1547861242328307,0.0360500590798121,8
2020-12-31 00:00:00,-0.0116105702269762,-0.0298535063841406,-0.0299472887651265,0.1756981121604273,0.0260716866960459,9
2021-01-29 00:00:00,-0.0351554842689861,-0.0320092584469716,-0.1016713380974951,0.0572941273775398,-0.0278854883589783,11
2021-02-26 00:00:00,-0.0558170440155362,-0.0995873635044596,-0.1090184334231311,-0.0635225691716746,-0.0819863525287004,11
2021-03-31 00:00:00,-0.0491176254158999,-0.1337559062190432,-0.1596163298029574,-0.1632610137221145,-0.1264377187900038,11
2021-04-30 00:00:00,0.0229362597857196,-0.0816007357595854,-0.1109980151661657,-0.1523410337422238,-0.0805008812205638,11
2021-05-28 00:00:00,-0.0011489275751123,-0.0284254929763201,-0.1251820365789531,-0.1384423968956608,-0.0732997135065116,11
2021-06-30 00:00:00,0.0419389197869213,0.0643595941439432,-0.0780047879137132,-0.1056160447701259,-0.0193305796882436,10
2021-07-30 00:00:00,0.03656604429989,0.0785413105265553,-0.009468453959519,-0.1101771216732364,-0.0011345552015775,10
2021-08-31 00:00:00,-0.0027256197191979,0.07709473024031,0.0462291523745317,-0.0678291108189509,0.0131922880191732,9
2021-09-30 00:00:00,-0.0280148603427178,0.0047806564427479,0.0694479316950889,-0.1012534220774465,-0.0137599235705818,10
2021-10-29 00:00:00,0.018898330303817,-0.0123452926122463,0.0652264024537083,-0.0530116139212478,0.0046919565560077,8
2021-11-30 00:00:00,0.0262193885812294,0.0163205131765724,0.0946734689776138,-0.0425875077648276,0.023656465742647,5
2021-12-31 00:00:00,-0.0190642793261807,0.0256793590280257,0.0305827796639568,-0.0498076114912552,-0.0031524380313633,8
2022-01-31 00:00:00,-0.037016392085295,-0.0306074901252093,-0.0425749243157341,-0.0516402595645394,-0.0404597665226945,10
2022-02-28 00:00:00,-0.0167593202195812,-0.0712062537611171,-0.0560478631873072,-0.0124097560203281,-0.0391057982970834,9
2022-03-31 00:00:00,-0.0475626289816712,-0.0981897638732444,-0.0750318550445972,-0.0107947304936016,-0.0578947445982786,10
2022-04-29 00:00:00,-0.0918607972898621,-0.1495501874580903,-0.1755803216974527,-0.1218063919697342,-0.1346994246037848,10
2022-05-31 00:00:00,-0.0202763648189164,-0.1525922401128626,-0.2129329721025262,-0.1384186062535721,-0.1310550458219694,11
2022-06-30 00:00:00,-0.0135397878126645,-0.1223212527520896,-0.2085003217009268,-0.1842940614354139,-0.1321638559252737,9
2022-07-29 00:00:00,0.0240372325228188,-0.0103106300293496,-0.1583188608337392,-0.1941533716317238,-0.0846864074929984,10
2022-08-31 00:00:00,-0.0446170463913044,-0.0328665219662729,-0.1804433881859719,-0.2263779834562441,-0.1210762349999483,11
2022-09-30 00:00:00,-0.0811679032597229,-0.0991694994819194,-0.2093602156452843,-0.268683487438938,-0.1645952764564661,8
2022-10-31 00:00:00,-0.0543374363451926,-0.1698628637061431,-0.1766919257104645,-0.3212484985328552,-0.1805351810736638,11
2022-11-30 00:00:00,0.0645161310997095,-0.0750364874401235,-0.1054368210436735,-0.2959187012796304,-0.1029689696659295,11
2022-12-29 00:00:00,-0.0178346126456733,-0.0112805703839241,-0.1093313813469992,-0.2950361154591866,-0.1083706699589458,11
2022-12-30 00:00:00,-0.0227597641819145,-0.0112664352423283,-0.1073379236042404,-0.2934583374193532,-0.1087056151119591,11
2023-01-31 00:00:00,0.0635022053989795,0.1092372166992368,-0.0748842008829676,-0.2197076209379141,-0.0304630999306663,11
2023-02-28 00:00:00,-0.0473586950270455,-0.0099226105826059,-0.0775389555143428,-0.2439910809868674,-0.0947028355277154,11
2023-03-30 00:00:00,0.0338876802151848,0.0474689619398822,0.0356677207118385,-0.1793388748022442,-0.0155786279838346,8
2023-03-31 00:00:00,0.0466695650393929,0.06829906503353667,0.056263094007382275,-0.1630191882418619,0.0020531339596124853,8
