Date,MTUM_1M,MTUM_3M,MTUM_6M,MTUM_12M,MTUM_avg,MTUM_rank
2021-07-30 00:00:00,0.009225690979039358,0.01712792717854783,0.06958961603438518,0.2547353829473997,0.08766965428484302,5
2021-08-31 00:00:00,0.04119293151777814,0.06279100382524416,0.12021212283838745,0.19329711679229455,0.10437329374342608,4
2021-09-30 00:00:00,-0.03467239936515143,0.014364945108870542,0.09443965526738363,0.19745596444307734,0.06789704136354502,4
2021-10-29 00:00:00,0.08587693536586327,0.09140651866368299,0.11010005003754642,0.35709606951073525,0.16111989339445698,3
2021-11-30 00:00:00,-0.03949019038544366,0.006832293728302075,0.07005230413517505,0.17827651294355196,0.053917730105396355,3
2021-12-31 00:00:00,-0.004839911897541294,0.03794744237305281,0.05285750040863468,0.1336108907376785,0.05489398040545618,4
2022-01-31 00:00:00,-0.090309081631474,-0.13046190473465225,-0.05098045460099698,0.015061451172445173,-0.06417249744866951,11
2022-02-28 00:00:00,-0.02678361778376126,-0.11895879583683533,-0.11293926354325556,-0.006303809327206755,-0.06624637162276473,11
2022-03-31 00:00:00,0.04773237340833547,-0.07241517928181673,-0.037215707751495186,0.053709308905306674,-0.0020473011799174434,6
2022-04-29 00:00:00,-0.12682003479906412,-0.10964431421585319,-0.2258018128745799,-0.14056255373309445,-0.15070717890564791,11
2022-05-31 00:00:00,-0.005989232811812517,-0.09062038569340347,-0.19879908956988213,-0.14267311971905194,-0.10952045694853751,10
2022-06-30 00:00:00,-0.06390002273962547,-0.1875117559799928,-0.2463482378350701,-0.20651208950846955,-0.17606802651578948,11
