Date,VCIT_1M,VCIT_3M,VCIT_6M,VCIT_12M,VCIT_avg,VCIT_rank
2020-03-31 00:00:00,-0.07301781306157074,-0.04190222056758375,-0.030379492765827742,0.0369626521515638,-0.027084218560854606,5
2020-04-30 00:00:00,0.05199550500992767,-0.01378984102419678,0.013288152127151509,0.0858139735745147,0.034326947421849274,3
2020-05-29 00:00:00,0.026752245173766287,0.001269377595892962,0.03996328625468859,0.09800000551253407,0.04149622863422048,4
2020-06-30 00:00:00,0.019251537145283493,0.10093307788545425,0.05480153722574954,0.09359186147712073,0.067144503433402,4
2020-07-31 00:00:00,0.019832120437649925,0.06727349112511116,0.05255595935315727,0.11228804512688328,0.06298740401070041,5
2020-08-31 00:00:00,-0.0024010468574294785,0.036969651118745395,0.03828595716149619,0.081433199173647,0.038571940149114775,6
2020-09-30 00:00:00,-0.004085668739537973,0.013226763948569253,0.11549485982981689,0.08160669180529823,0.0515606617110366,5
2020-10-30 00:00:00,-0.0015165035110166203,-0.007983586975639723,0.058752820381919646,0.07282168892420615,0.030518604704867364,4
2020-11-30 00:00:00,0.020061210608126823,0.014352972229055183,0.05185324772362576,0.09388876016032799,0.04503904768028394,6
2020-12-31 00:00:00,0.0055566239999376155,0.024173785116656132,0.037720290014707336,0.0945889571178633,0.0405099140622911,8
2021-01-29 00:00:00,-0.008750366740062243,0.016753799598258512,0.008636457206353532,0.06164631385340402,0.019571550979488456,8
2021-02-26 00:00:00,-0.015919208224617454,-0.019109957575214942,-0.005031270036534474,0.03306206013587376,-0.0017495939251232773,8
2021-03-31 00:00:00,-0.014689909883093377,-0.03885983839294804,-0.015625442659271016,0.09806475886083477,0.007222391981380583,8
2021-04-30 00:00:00,0.010414318898741781,-0.020277285185387073,-0.00386320715952182,0.05466263890605805,0.010234116364972734,8
2021-05-28 00:00:00,0.005722943854273632,0.0012690229697687183,-0.017865185580560494,0.033061694249528095,0.005547118873252488,9
2021-06-30 00:00:00,0.010630224839124347,0.02760025683924705,-0.012332123074077272,0.02492299568177847,0.012705338571518149,8
2021-07-30 00:00:00,0.012539465484278312,0.029761549624071737,0.008880781009398486,0.01759393670089926,0.01719393320466195,8
2021-08-31 00:00:00,-0.0034509597506141576,0.019771610237762083,0.021663243956955514,0.016522980290205602,0.01362671868357726,8
2021-09-30 00:00:00,-0.010429378682318857,-0.0014784822947945253,0.02608096805338267,0.010047998723295981,0.006055276449891317,8
2021-10-29 00:00:00,-0.0036821360305793194,-0.017475506328301083,0.011765945146975376,0.00785728370392369,-0.000383603376995334,9
2021-11-30 00:00:00,-0.0033825738311784592,-0.017408082811590564,0.0020193415978340123,-0.015306021261522917,-0.008519334076614482,8
2021-12-31 00:00:00,0.0031651488471564626,-0.0039094273536596225,-0.0053821296293286025,-0.01764787961841785,-0.005943571938562403,9
2022-01-31 00:00:00,-0.024795345158825755,-0.025017819897349636,-0.042056127155714385,-0.03354883740168846,-0.03135453240339456,9
2022-02-28 00:00:00,-0.014553892268769242,-0.0359466237883006,-0.05272894479618728,-0.03220798083394494,-0.033859360421800516,8
2022-03-31 00:00:00,-0.031201058713853147,-0.06897294897997752,-0.07261273160023252,-0.04842557387998514,-0.05530307829351208,9
2022-04-29 00:00:00,-0.049954069522618494,-0.09299196164113255,-0.11568332539024317,-0.1052785039042291,-0.09097696511455583,7
2022-05-31 00:00:00,0.013098314828977387,-0.06754077367737576,-0.10105953468392481,-0.0992442668083352,-0.0636865650851646,8
2022-06-30 00:00:00,-0.027207085946779563,-0.06369661510367308,-0.12827622069990818,-0.13296795108106896,-0.08803696820785745,6
2022-07-29 00:00:00,0.03671469634324809,0.02171847509541025,-0.0732931301486982,-0.11226683210323918,-0.03178169770331976,6
